From Point,To Point,Distance (km),Fare (BDT)
Phulbaria,Kalabagan,6.7,16
Phulbaria,Asadgate,8.3,20
Phulbaria,Technical,11.3,28
Phulbaria,Gabtoli,12.3,30
Phulbaria,Manikganj,65,159
Phulbaria,Paturia,92.3,226
High Court,High Court,0,0
High Court,Motsyabhaban,0.5,10
High Court,Shahbag,2.7,10
High Court,Science Lab,4.2,10
High Court,Kalabagan,6,15
High Court,Asadgate,7.6,19
High Court,Technical,10.6,26
High Court,Gabtoli,11.6,28
High Court,Manikganj,64.3,158
High Court,Paturia,91.6,224
Motsyabhaban,Motsyabhaban,0,0
Motsyabhaban,Shahbag,2.2,10
Motsyabhaban,Motsyabhaban,0,0
Pallabi (Ceramic),Pallabi (Ceramic),0,0
Pallabi (Ceramic),Mirpur-11 1/2,0.7,10
Pallabi (Ceramic),Baikal Hotel,1.1,10
Pallabi (Ceramic),Mirpur-11,1.5,10
Pallabi (Ceramic),Mirpur-10,2.6,10
Pallabi (Ceramic),Kazipara,3.7,10
Pallabi (Ceramic),Farmgate,9,22
Pallabi (Ceramic),Paltan,13.5,33
Pallabi (Ceramic),Stadium,13.8,34
Pallabi (Ceramic),Notre Dame College,17,42
Mirpur-11 1/2,Mirpur-11 1/2,0,0
Mirpur-11 1/2,Baikal Hotel,0.4,10
Mirpur-11 1/2,Mirpur-11,0.8,10
Mirpur-11 1/2,Mirpur-10,1.9,10
Mirpur-11 1/2,Kazipara,3,10
Mirpur-11 1/2,Farmgate,8.3,20
Mirpur-11 1/2,Paltan,12.8,31
Mirpur-11 1/2,Stadium,13.1,32
Mirpur-11 1/2,Notre Dame College,16.3,40
Baikal Hotel,Baikal Hotel,0,0
Baikal Hotel,Mirpur-11,0.4,10
Baikal Hotel,Mirpur-10,1.5,10
Baikal Hotel,Kazipara,2.6,10
Baikal Hotel,Farmgate,7.9,19
Baikal Hotel,Paltan,12.4,30
Baikal Hotel,Stadium,12.7,31
Baikal Hotel,Notre Dame College,15.9,39
Mirpur-11,Mirpur-11,0,0
Mirpur-11,Mirpur-10,1.1,10
Mirpur-11,Kazipara,2.2,10
Mirpur-11,Farmgate,7.5,18
Mirpur-11,Paltan,12,29
Mirpur-11,Stadium,12.3,30
Mirpur-11,Notre Dame College,15.5,38
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Kazipara,1.1,10
Mirpur-10,Farmgate,6.4,16
Mirpur-10,Paltan,10.9,27
Mirpur-10,Stadium,11.2,27
Mirpur-10,Notre Dame College,14.4,35
Kazipara,Kazipara,0,0
Kazipara,Farmgate,5.3,13
Kazipara,Paltan,9.8,24
Kazipara,Stadium,10.1,25
Kazipara,Notre Dame College,13.3,33
Farmgate,Farmgate,0,0
Farmgate,Paltan,4.5,11
Farmgate,Stadium,4.8,12
Farmgate,Notre Dame College,8,20
Paltan,Paltan,0,0
Paltan,Stadium,0.3,10
Paltan,Notre Dame College,3.5,10
Stadium,Stadium,0,0
Stadium,Notre Dame College,3.2,10
Notre Dame College,Notre Dame College,0,0
Chiriyakhana,Chiriyakhana,0,0
Chiriyakhana,Mirpur-1,1.8,10
Chiriyakhana,Ansar Camp,2.7,10
Chiriyakhana,Darussalam,3.8,10
Chiriyakhana,Kalyanpur,5,12
Chiriyakhana,Shyamoli,5.4,13
Chiriyakhana,College Gate,6.3,15
Chiriyakhana,Asadgate,7.2,18
Chiriyakhana,Farmgate,9,22
Chiriyakhana,Karwan Bazar,10,25
Chiriyakhana,Shahbag,11.4,28
Chiriyakhana,Press Club,13.1,32
Chiriyakhana,Stadium,14.1,35
Chiriyakhana,Ittefaq,17.2,42
Chiriyakhana,Sayedabad,18.3,45
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Ansar Camp,0.9,10
Mirpur-1,Darussalam,2,10
Mirpur-1,Kalyanpur,3.2,10
Mirpur-1,Shyamoli,3.6,10
Mirpur-1,College Gate,4.5,11
Mirpur-1,Asadgate,5.4,13
Mirpur-1,Farmgate,7.2,18
Mirpur-1,Karwan Bazar,8.2,20
Mirpur-1,Shahbag,9.6,24
Mirpur-1,Press Club,11.3,28
Mirpur-1,Stadium,12.3,30
Mirpur-1,Ittefaq,15.4,38
Mirpur-1,Sayedabad,16.5,40
Ansar Camp,Ansar Camp,0,0
Ansar Camp,Darussalam,1.1,10
Ansar Camp,Kalyanpur,2.3,10
Ansar Camp,Shyamoli,2.7,10
Ansar Camp,College Gate,3.6,10
Ansar Camp,Asadgate,4.5,11
Ansar Camp,Farmgate,6.3,15
Ansar Camp,Karwan Bazar,7.3,18
Ansar Camp,Shahbag,8.7,21
Ansar Camp,Press Club,10.4,23
Ansar Camp,Stadium,11.4,28
Ansar Camp,Ittefaq,14.5,36
Ansar Camp,Sayedabad,15.6,38
Darussalam,Darussalam,0,0
Darussalam,Kalyanpur,1.2,10
Darussalam,Shyamoli,1.6,10
Darussalam,College Gate,2.5,10
Darussalam,Asadgate,3.4,10
Darussalam,Farmgate,5.2,13
Darussalam,Karwan Bazar,6.2,15
Darussalam,Shahbag,7.6,19
Darussalam,Press Club,9.3,25
Darussalam,Stadium,10.3,25
Darussalam,Ittefaq,13.4,33
Darussalam,Sayedabad,14.5,36
Kalyanpur,Kalyanpur,0,0
Kalyanpur,Shyamoli,0.4,10
Kalyanpur,College Gate,1.3,10
Kalyanpur,Asadgate,2.2,10
Kalyanpur,Farmgate,4,10
Kalyanpur,Karwan Bazar,5,12
Kalyanpur,Shahbag,6.4,16
Kalyanpur,Press Club,8.1,20
Kalyanpur,Stadium,9.1,22
Kalyanpur,Ittefaq,12.2,30
Kalyanpur,Sayedabad,13.3,33
Shyamoli,Shyamoli,0,0
Shyamoli,College Gate,0.9,10
Shyamoli,Asadgate,1.8,10
Shyamoli,Farmgate,3.6,10
Shyamoli,Karwan Bazar,4.6,11
Shyamoli,Shahbag,6,15
Shyamoli,Press Club,7.7,19
Shyamoli,Stadium,8.7,21
Shyamoli,Ittefaq,11.8,29
Shyamoli,Sayedabad,12.9,32
College Gate,College Gate,0,0
College Gate,Asadgate,0.9,10
College Gate,Farmgate,2.7,10
College Gate,Karwan Bazar,3.7,10
College Gate,Shahbag,5.1,12
College Gate,Press Club,6.8,17
College Gate,Stadium,7.8,19
College Gate,Ittefaq,10.9,27
College Gate,Sayedabad,12,29
Asadgate,Asadgate,0,0
Asadgate,Farmgate,1.8,10
Asadgate,Karwan Bazar,2.8,10
Asadgate,Shahbag,4.2,10
Asadgate,Press Club,5.9,14
Asadgate,Stadium,6.9,17
Asadgate,Ittefaq,10,25
Asadgate,Sayedabad,11.1,27
Farmgate,Farmgate,0,0
Farmgate,Karwan Bazar,1,10
Farmgate,Shahbag,2.4,10
Farmgate,Press Club,4.1,10
Farmgate,Stadium,5.1,12
Farmgate,Ittefaq,8.2,20
Farmgate,Sayedabad,9.3,23
Karwan Bazar,Karwan Bazar,0,0
Karwan Bazar,Shahbag,1.4,10
Karwan Bazar,Press Club,3.1,10
Karwan Bazar,Stadium,4.1,10
Karwan Bazar,Ittefaq,7.2,18
Karwan Bazar,Sayedabad,8.3,20
Shahbag,Shahbag,0,0
Shahbag,Press Club,1.7,10
Shahbag,Stadium,2.7,10
Shahbag,Ittefaq,5.8,14
Shahbag,Sayedabad,6.9,17
Press Club,Press Club,0,0
Press Club,Stadium,1,10
Press Club,Ittefaq,4.1,10
Press Club,Sayedabad,5.2,13
Stadium,Stadium,0,0
Stadium,Ittefaq,3.1,10
Stadium,Sayedabad,4.2,10
Ittefaq,Ittefaq,0,0
Ittefaq,Sayedabad,1.1,10
Sayedabad,Sayedabad,0,0
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Ansar Camp,1,10
Mirpur-1,Technical,2.2,10
Mirpur-1,Kalyanpur,3.2,10
Mirpur-1,Shyamoli,3.9,10
Mirpur-1,College Gate,4.6,11
Mirpur-1,Shukrabad,6.8,17
Mirpur-1,Kalabagan,7.4,18
Mirpur-1,Science Lab,8.4,21
Mirpur-1,Katabon,9.3,23
Mirpur-1,Shahbag,9.7,24
Mirpur-1,Press Club,11.5,28
Mirpur-1,Gulistan Mor,12.5,31
Mirpur-1,Bangladesh Bank,13.8,34
Mirpur-1,Jatrabari,17.6,43
Ansar Camp,Ansar Camp,0,0
Ansar Camp,Technical,1.2,10
Ansar Camp,Kalyanpur,2.2,10
Ansar Camp,Shyamoli,2.9,10
Ansar Camp,College Gate,3.6,10
Ansar Camp,Shukrabad,5.8,14
Ansar Camp,Kalabagan,6.4,16
Ansar Camp,Science Lab,7.4,18
Ansar Camp,Katabon,8.3,20
Ansar Camp,Shahbag,8.7,21
Ansar Camp,Press Club,10.5,26
Ansar Camp,Gulistan Mor,11.5,28
Ansar Camp,Bangladesh Bank,12.8,31
Ansar Camp,Jatrabari,16.6,41
Technical,Technical,0,0
Technical,Kalyanpur,1,10
Technical,Shyamoli,1.7,10
Technical,College Gate,2.4,10
Technical,Shukrabad,4.6,11
Technical,Kalabagan,5.2,13
Technical,Science Lab,6.2,15
Technical,Katabon,7.1,17
Technical,Shahbag,7.5,18
Technical,Press Club,9.3,23
Technical,Gulistan Mor,10.3,25
Technical,Bangladesh Bank,11.6,28
Technical,Jatrabari,15.4,38
Kalyanpur,Kalyanpur,0,0
Kalyanpur,Shyamoli,0.7,10
Kalyanpur,College Gate,1.4,10
Kalyanpur,Shukrabad,3.6,10
Kalyanpur,Kalabagan,4.2,10
Kalyanpur,Science Lab,5.2,13
Kalyanpur,Katabon,6.1,15
Kalyanpur,Shahbag,6.5,16
Kalyanpur,Press Club,8.3,20
Kalyanpur,Gulistan Mor,9.3,23
Kalyanpur,Bangladesh Bank,10.6,26
Kalyanpur,Jatrabari,14.4,35
Shyamoli,Shyamoli,0,0
Shyamoli,College Gate,0.7,10
Shyamoli,Shukrabad,2.9,10
Shyamoli,Kalabagan,3.5,10
Shyamoli,Science Lab,4.5,11
Shyamoli,Katabon,5.4,14
Shyamoli,Shahbag,5.8,14
Shyamoli,Press Club,7.6,19
Shyamoli,Gulistan Mor,8.6,21
Shyamoli,Bangladesh Bank,9.9,24
Shyamoli,Jatrabari,13.7,34
College Gate,College Gate,0,0
College Gate,Shukrabad,2.2,10
College Gate,Kalabagan,2.8,10
College Gate,Science Lab,3.8,10
College Gate,Katabon,4.7,12
College Gate,Shahbag,5.1,12
College Gate,Press Club,6.9,17
College Gate,Gulistan Mor,7.9,19
College Gate,Bangladesh Bank,9.2,23
College Gate,Jatrabari,13,32
Shukrabad,Shukrabad,0,0
Shukrabad,Kalabagan,0.6,10
Shukrabad,Science Lab,1.6,10
Shukrabad,Katabon,2.5,10
Shukrabad,Shahbag,2.9,10
Shukrabad,Press Club,4.7,12
Shukrabad,Gulistan Mor,5.7,14
Shukrabad,Bangladesh Bank,7,17
Shukrabad,Jatrabari,10.8,26
Kalabagan,Kalabagan,0,0
Kalabagan,Science Lab,1,10
Kalabagan,Katabon,1.9,10
Kalabagan,Shahbag,2.3,10
Kalabagan,Press Club,4.1,10
Kalabagan,Gulistan Mor,5.1,12
Kalabagan,Bangladesh Bank,6.4,16
Kalabagan,Jatrabari,10.2,25
Science Lab,Science Lab,0,0
Science Lab,Katabon,0.9,10
Science Lab,Shahbag,1.3,10
Science Lab,Press Club,3.1,10
Science Lab,Gulistan Mor,4.1,10
Science Lab,Bangladesh Bank,5.4,13
Science Lab,Jatrabari,9.2,23
Katabon,Katabon,0,0
Katabon,Shahbag,0.4,10
Katabon,Press Club,2.2,10
Katabon,Gulistan Mor,3.2,10
Katabon,Bangladesh Bank,4.5,10
Katabon,Jatrabari,8.3,20
Shahbag,Shahbag,0,0
Shahbag,Press Club,1.8,10
Shahbag,Gulistan Mor,2.8,10
Shahbag,Bangladesh Bank,4.1,10
Shahbag,Jatrabari,7.9,19
Press Club,Press Club,0,0
Press Club,Gulistan Mor,1,10
Press Club,Bangladesh Bank,2.3,10
Press Club,Jatrabari,6.1,15
Gulistan Mor,Gulistan Mor,0,0
Gulistan Mor,Bangladesh Bank,1.3,10
Gulistan Mor,Jatrabari,5.1,12
Bangladesh Bank,Bangladesh Bank,0,0
Bangladesh Bank,Jatrabari,3.8,10
Jatrabari,Jatrabari,0,0
Mirpur-12,Mirpur-12,0,0
Mirpur-12,ECB More,4.8,11
Mirpur-12,Mirpur-10,8.9,22
Mirpur-12,Kazipara,10.3,25
Mirpur-12,Sheorapara,11,27
Mirpur-12,Agargaon,12.7,31
Mirpur-12,Shishumela,14,34
Mirpur-12,College Gate,14.5,36
Mirpur-12,Manik Mia Avenue,15.9,39
Mirpur-12,Azimpur,22,54
ECB More,ECB More,0,0
ECB More,Mirpur-10,4.1,11
ECB More,Kazipara,5.5,14
ECB More,Sheorapara,6.2,16
ECB More,Agargaon,7.9,20
ECB More,Shishumela,9.2,24
ECB More,College Gate,9.7,25
ECB More,Manik Mia Avenue,11.1,28
ECB More,Azimpur,17.2,43
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Kazipara,1.4,10
Mirpur-10,Sheorapara,2.1,10
Mirpur-10,Agargaon,3.8,10
Mirpur-10,Shishumela,5.1,12
Mirpur-10,College Gate,5.6,14
Mirpur-10,Manik Mia Avenue,7,17
Mirpur-10,Azimpur,13.1,32
Kazipara,Kazipara,0,0
Kazipara,Sheorapara,0.7,10
Kazipara,Agargaon,2.4,10
Kazipara,Shishumela,3.7,10
Kazipara,College Gate,4.2,10
Kazipara,Manik Mia Avenue,5.6,14
Kazipara,Azimpur,11.7,29
Sheorapara,Sheorapara,0,0
Sheorapara,Agargaon,1.7,10
Sheorapara,Shishumela,3,10
Sheorapara,College Gate,3.5,10
Sheorapara,Manik Mia Avenue,4.9,12
Sheorapara,Azimpur,11,27
Agargaon,Agargaon,0,0
Agargaon,Shishumela,1.3,10
Agargaon,College Gate,1.8,10
Agargaon,Manik Mia Avenue,3.2,10
Agargaon,Azimpur,9.3,23
Shishumela,Shishumela,0,0
Shishumela,College Gate,0.5,10
Shishumela,Manik Mia Avenue,1.9,10
Shishumela,Azimpur,8,20
College Gate,College Gate,0,0
College Gate,Manik Mia Avenue,1.4,10
College Gate,Azimpur,7.5,18
Manik Mia Avenue,Manik Mia Avenue,0,0
Manik Mia Avenue,Azimpur,6.1,15
Azimpur,Azimpur,0,0
Mirpur Mazar Road,Mirpur Mazar Road,0,0
Mirpur Mazar Road,Mirpur-1,1,10
Mirpur Mazar Road,Shyamoli,4.6,11
Mirpur Mazar Road,Asadgate,6.6,16
Mirpur Mazar Road,Russel Square,8.6,21
Mirpur Mazar Road,Kalabagan,9,22
Mirpur Mazar Road,Science Lab,10,25
Mirpur Mazar Road,New Market,10.6,26
Mirpur Mazar Road,Nilkhet,10.8,26
Mirpur Mazar Road,Azimpur,12,29
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Shyamoli,3.6,10
Mirpur-1,Asadgate,5.6,14
Mirpur-1,Russel Square,7.6,19
Mirpur-1,Kalabagan,8,20
Mirpur-1,Science Lab,9,22
Mirpur-1,New Market,9.6,24
Mirpur-1,Nilkhet,9.8,24
Mirpur-1,Azimpur,11,27
Shyamoli,Shyamoli,0,0
Shyamoli,Asadgate,2,10
Shyamoli,Russel Square,4,10
Shyamoli,Kalabagan,4.4,11
Shyamoli,Science Lab,5.4,13
Shyamoli,New Market,6,15
Shyamoli,Nilkhet,6.2,15
Shyamoli,Azimpur,7.4,18
Asadgate,Asadgate,0,0
Asadgate,Russel Square,2,10
Asadgate,Kalabagan,2.4,10
Asadgate,Science Lab,3.4,10
Asadgate,New Market,4,10
Asadgate,Nilkhet,4.2,10
Asadgate,Azimpur,5.4,13
Russel Square,Russel Square,0,0
Russel Square,Kalabagan,0.4,10
Russel Square,Science Lab,1.4,10
Russel Square,New Market,2,10
Russel Square,Nilkhet,2.2,10
Russel Square,Azimpur,3.4,10
Kalabagan,Kalabagan,0,0
Kalabagan,Science Lab,1,10
Kalabagan,New Market,1.6,10
Kalabagan,Nilkhet,1.8,10
Kalabagan,Azimpur,3,10
Science Lab,Science Lab,0,0
Science Lab,New Market,0.6,10
Science Lab,Nilkhet,0.8,10
Science Lab,Azimpur,2,10
New Market,New Market,0,0
New Market,Nilkhet,0.2,10
New Market,Azimpur,1.4,10
Nilkhet,Nilkhet,0,0
Nilkhet,Azimpur,1.2,10
Azimpur,Azimpur,0,0
Mirpur-14,Mirpur-14,0,0
Mirpur-14,Mirpur-10,2.1,10
Mirpur-14,Mirpur-1,3.6,10
Mirpur-14,Bangla College,5.3,13
Mirpur-14,Shyamoli,7.4,18
Mirpur-14,Asadgate,8.9,22
Mirpur-14,Shukrabad,9.4,18
Mirpur-14,Kalabagan,10.1,25
Mirpur-14,Science Lab,11.9,24
Mirpur-14,Shahbag,13.1,32
Mirpur-14,Press Club,14.7,36
Mirpur-14,Shapla Chottor,17.1,42
Mirpur-14,Kamalapur,18.1,44
Mirpur-14,Basabo,20.9,51
Mirpur-14,Khilgaon Railgate,23.3,57
Mirpur-14,Khilgaon Taltola,25.7,63
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Mirpur-1,1.5,10
Mirpur-10,Bangla College,3.2,10
Mirpur-10,Shyamoli,5.3,13
Mirpur-10,Asadgate,6.8,17
Mirpur-10,Shukrabad,7.3,23
Mirpur-10,Kalabagan,8,20
Mirpur-10,Science Lab,9.8,29
Mirpur-10,Shahbag,11,27
Mirpur-10,Press Club,12.6,31
Mirpur-10,Shapla Chottor,15,37
Mirpur-10,Kamalapur,16,39
Mirpur-10,Basabo,18.8,46
Mirpur-10,Khilgaon Railgate,21.2,52
Mirpur-10,Khilgaon Taltola,23.6,58
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Bangla College,1.7,10
Mirpur-1,Shyamoli,3.8,10
Mirpur-1,Asadgate,5.3,13
Mirpur-1,Shukrabad,5.8,14
Mirpur-1,Kalabagan,6.5,16
Mirpur-1,Science Lab,8.3,20
Mirpur-1,Shahbag,9.5,23
Mirpur-1,Press Club,11.1,27
Mirpur-1,Shapla Chottor,13.5,33
Mirpur-1,Kamalapur,14.5,36
Mirpur-1,Basabo,17.3,42
Mirpur-1,Khilgaon Railgate,19.7,48
Mirpur-1,Khilgaon Taltola,22.1,54
Bangla College,Bangla College,0,0
Bangla College,Shyamoli,2.1,10
Bangla College,Asadgate,3.6,10
Bangla College,Shukrabad,4.1,10
Bangla College,Kalabagan,4.8,12
Bangla College,Science Lab,6.6,16
Bangla College,Shahbag,7.8,19
Bangla College,Press Club,9.4,23
Bangla College,Shapla Chottor,11.8,29
Bangla College,Kamalapur,12.8,31
Bangla College,Basabo,15.6,38
Bangla College,Khilgaon Railgate,18,44
Bangla College,Khilgaon Taltola,20.4,50
Shyamoli,Shyamoli,0,0
Shyamoli,Asadgate,1.5,10
Shyamoli,Shukrabad,2,10
Shyamoli,Kalabagan,2.7,10
Shyamoli,Science Lab,4.5,11
Shyamoli,Shahbag,5.7,14
Shyamoli,Press Club,7.3,18
Shyamoli,Shapla Chottor,9.7,24
Shyamoli,Kamalapur,10.7,26
Shyamoli,Basabo,13.5,33
Shyamoli,Khilgaon Railgate,15.9,39
Shyamoli,Khilgaon Taltola,18.3,45
Asadgate,Asadgate,0,0
Asadgate,Shukrabad,0.5,10
Asadgate,Kalabagan,1.2,10
Asadgate,Science Lab,3,10
Asadgate,Shahbag,4.2,10
Asadgate,Press Club,5.8,14
Asadgate,Shapla Chottor,8.2,20
Asadgate,Kamalapur,9.2,23
Asadgate,Basabo,12,29
Asadgate,Khilgaon Railgate,14.4,35
Asadgate,Khilgaon Taltola,16.8,41
Shukrabad,Shukrabad,0,0
Shukrabad,Kalabagan,0.7,10
Shukrabad,Science Lab,2.5,10
Shukrabad,Shahbag,3.7,10
Shukrabad,Press Club,5.3,13
Shukrabad,Shapla Chottor,7.7,19
Shukrabad,Kamalapur,8.7,21
Shukrabad,Basabo,11.5,28
Shukrabad,Khilgaon Railgate,13.9,34
Shukrabad,Khilgaon Taltola,16.3,40
Kalabagan,Kalabagan,0,0
Kalabagan,Science Lab,1.8,10
Kalabagan,Shahbag,3,10
Kalabagan,Press Club,4.6,11
Kalabagan,Shapla Chottor,7,17
Kalabagan,Kamalapur,8,19
Kalabagan,Basabo,10.8,28
Kalabagan,Khilgaon Railgate,13.2,34
Kalabagan,Khilgaon Taltola,15.6,38
Science Lab,Science Lab,0,0
Science Lab,Shahbag,1.2,10
Science Lab,Press Club,2.8,10
Science Lab,Shapla Chottor,5.2,13
Science Lab,Kamalapur,6.2,15
Science Lab,Basabo,9,22
Science Lab,Khilgaon Railgate,11.4,28
Science Lab,Khilgaon Taltola,13.8,34
Shahbag,Shahbag,0,0
Shahbag,Press Club,1.6,10
Shahbag,Shapla Chottor,4,10
Shahbag,Kamalapur,5,10
Shahbag,Basabo,7.8,19
Shahbag,Khilgaon Railgate,10.2,25
Shahbag,Khilgaon Taltola,12.6,31
Press Club,Press Club,0,0
Press Club,Shapla Chottor,2.4,10
Press Club,Kamalapur,3.4,10
Press Club,Basabo,6.2,15
Press Club,Khilgaon Railgate,8.6,21
Press Club,Khilgaon Taltola,11,27
Shapla Chottor,Shapla Chottor,0,0
Shapla Chottor,Kamalapur,1,10
Shapla Chottor,Basabo,3.8,10
Shapla Chottor,Khilgaon Railgate,6.2,15
Shapla Chottor,Khilgaon Taltola,8.6,21
Kamalapur,Kamalapur,0,0
Kamalapur,Basabo,2.8,10
Kamalapur,Khilgaon Railgate,5.2,13
Kamalapur,Khilgaon Taltola,7.6,19
Basabo,Basabo,0,0
Basabo,Khilgaon Railgate,2.4,10
Basabo,Khilgaon Taltola,4.8,12
Khilgaon Railgate,Khilgaon Railgate,0,0
Khilgaon Railgate,Khilgaon Taltola,2.4,10
Khilgaon Taltola,Khilgaon Taltola,0,0
Kalshi,Kalshi,0,0
Kalshi,Mirpur-12,2.2,10
Kalshi,Mirpur-10,4.7,12
Kalshi,Kazipara,6.1,15
Kalshi,Sheorapara,6.8,17
Kalshi,Farmgate,11.4,28
Kalshi,Shahbag,13.7,34
Kalshi,Paltan,15.6,38
Kalshi,Gulistan,16.6,41
Kalshi,Tikatuli,17.8,44
Kalshi,Sayedabad,18.9,46
Kalshi,Jatrabari,19.9,49
Kalshi,Saynabord,24.8,61
Kalshi,Kanchpur Bridge,28.8,71
Mirpur-12,Mirpur-12,0,0
Mirpur-12,Mirpur-10,2.5,10
Mirpur-12,Kazipara,3.9,10
Mirpur-12,Sheorapara,4.6,11
Mirpur-12,Farmgate,9.2,23
Mirpur-12,Shahbag,11.5,28
Mirpur-12,Paltan,13.4,33
Mirpur-12,Gulistan,14.4,35
Mirpur-12,Tikatuli,15.6,38
Mirpur-12,Sayedabad,16.7,41
Mirpur-12,Jatrabari,17.7,43
Mirpur-12,Saynabord,22.6,55
Mirpur-12,Kanchpur Bridge,26.6,65
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Kazipara,1.4,10
Mirpur-10,Sheorapara,2.1,10
Mirpur-10,Farmgate,6.7,16
Mirpur-10,Shahbag,9,22
Mirpur-10,Paltan,10.9,27
Mirpur-10,Gulistan,11.9,29
Mirpur-10,Tikatuli,13.1,32
Mirpur-10,Sayedabad,14.2,35
Mirpur-10,Jatrabari,15.2,37
Mirpur-10,Saynabord,20.1,49
Mirpur-10,Kanchpur Bridge,24.1,59
Kazipara,Kazipara,0,0
Kazipara,Sheorapara,0.7,10
Kazipara,Farmgate,5.3,13
Kazipara,Shahbag,7.6,19
Kazipara,Paltan,9.5,23
Kazipara,Gulistan,10.5,26
Kazipara,Tikatuli,11.7,29
Kazipara,Sayedabad,12.8,31
Kazipara,Jatrabari,13.8,34
Kazipara,Saynabord,18.7,46
Kazipara,Kanchpur Bridge,22.7,56
Sheorapara,Sheorapara,0,0
Sheorapara,Farmgate,4.6,11
Sheorapara,Shahbag,6.9,17
Sheorapara,Paltan,8.8,22
Sheorapara,Gulistan,9.8,24
Sheorapara,Tikatuli,11,27
Sheorapara,Sayedabad,12.1,30
Sheorapara,Jatrabari,13.1,32
Sheorapara,Saynabord,18,44
Sheorapara,Kanchpur Bridge,22,54
Farmgate,Farmgate,0,0
Farmgate,Shahbag,2.3,10
Farmgate,Paltan,4.2,10
Farmgate,Gulistan,5.2,13
Farmgate,Tikatuli,6.4,16
Farmgate,Sayedabad,7.5,18
Farmgate,Jatrabari,8.5,21
Farmgate,Saynabord,13.4,33
Farmgate,Kanchpur Bridge,17.4,43
Shahbag,Shahbag,0,0
Shahbag,Paltan,1.9,10
Shahbag,Gulistan,2.9,10
Shahbag,Tikatuli,4.1,10
Shahbag,Sayedabad,5.2,13
Shahbag,Jatrabari,6.2,15
Shahbag,Saynabord,11.1,27
Shahbag,Kanchpur Bridge,15.1,37
Paltan,Paltan,0,0
Paltan,Gulistan,1,10
Paltan,Tikatuli,2.2,10
Paltan,Sayedabad,3.3,10
Paltan,Jatrabari,4.3,11
Paltan,Saynabord,9.2,23
Paltan,Kanchpur Bridge,13.2,32
Gulistan,Gulistan,0,0
Gulistan,Tikatuli,1.2,10
Gulistan,Sayedabad,2.3,10
Gulistan,Jatrabari,3.3,10
Gulistan,Saynabord,8.2,20
Gulistan,Kanchpur Bridge,12.2,30
Tikatuli,Tikatuli,0,0
Tikatuli,Sayedabad,1.1,10
Tikatuli,Jatrabari,2.1,10
Tikatuli,Saynabord,7,17
Tikatuli,Kanchpur Bridge,11,27
Sayedabad,Sayedabad,0,0
Sayedabad,Jatrabari,1,10
Sayedabad,Saynabord,5.9,17
Sayedabad,Kanchpur Bridge,9.9,24
Jatrabari,Jatrabari,0,0
Jatrabari,Saynabord,4.9,14
Jatrabari,Kanchpur Bridge,8.9,22
Saynabord,Saynabord,0,0
Saynabord,Kanchpur Bridge,4,10
Kanchpur Bridge,Kanchpur Bridge,0,0
Sadarghat Victoria,Sadarghat Victoria,0,0
Sadarghat Victoria,Bangabandhu Avenue,2.6,10
Sadarghat Victoria,Kakrail,4,10
Sadarghat Victoria,Malibagh,4.7,12
Sadarghat Victoria,Mowchak,5.1,12
Sadarghat Victoria,Rampura,7.9,19
Sadarghat Victoria,Kuril Bishwaroad,14,34
Sadarghat Victoria,Airport,18.6,46
Sadarghat Victoria,Abdullahpur,22.1,54
Sadarghat Victoria,Dhour,27.7,68
Sadarghat Victoria,Zirabo,33,81
Sadarghat Victoria,Ashulia (Fantasy Kingdom),37.3,91
Sadarghat Victoria,Baipail,39.8,98
Bangabandhu Avenue,Bangabandhu Avenue,0,0
Bangabandhu Avenue,Kakrail,1.4,10
Bangabandhu Avenue,Malibagh,2.1,10
Bangabandhu Avenue,Mowchak,2.5,10
Bangabandhu Avenue,Rampura,5.3,13
Bangabandhu Avenue,Kuril Bishwaroad,11.4,28
Bangabandhu Avenue,Airport,16,39
Bangabandhu Avenue,Abdullahpur,19.5,48
Bangabandhu Avenue,Dhour,25.1,61
Bangabandhu Avenue,Zirabo,30.4,74
Bangabandhu Avenue,Ashulia (Fantasy Kingdom),34.7,85
Bangabandhu Avenue,Baipail,37.2,91
Kakrail,Kakrail,0,0
Kakrail,Malibagh,0.7,10
Kakrail,Mowchak,1.1,10
Kakrail,Rampura,3.9,10
Kakrail,Kuril Bishwaroad,10,25
Kakrail,Airport,14.6,36
Kakrail,Abdullahpur,18.1,44
Kakrail,Dhour,23.7,58
Kakrail,Zirabo,29,71
Kakrail,Ashulia (Fantasy Kingdom),33.3,82
Kakrail,Baipail,35.8,88
Malibagh,Malibagh,0,0
Malibagh,Mowchak,0.4,10
Malibagh,Rampura,3.2,10
Malibagh,Kuril Bishwaroad,9.3,23
Malibagh,Airport,13.9,34
Malibagh,Abdullahpur,17.4,43
Malibagh,Dhour,23,56
Malibagh,Zirabo,28.3,69
Malibagh,Ashulia (Fantasy Kingdom),32.6,80
Malibagh,Baipail,35.1,86
