From Point,To Point,Distance (km),Fare (BDT)
Ghatarchar,Ghatarchar,0,0
Ghatarchar,Washpur,0.95,10
Ghatarchar,Bosila,1.83,10
Ghatarchar,Bosila CNG Stand,3.48,10
Ghatarchar,Mohammadpur (Bosila Road),3.72,10
Ghatarchar,Mohammadpur Bus Stand,4.27,10
Ghatarchar,Town Hall,4.79,12
Ghatarchar,Asadgate,5.56,14
Ghatarchar,Farmgate,7.4,18
Ghatarchar,Karwan Bazar,8.23,20
Ghatarchar,Bangla Motor,8.92,22
Ghatarchar,Shahbag,9.7,24
Ghatarchar,Motsyabhaban,10.52,26
Ghatarchar,Kakrail,11.3,28
Ghatarchar,Fakirapul,12.46,31
Ghatarchar,Motijhil (Notre Dame College),13,32
Ghatarchar,Motijhil (Hirajhil),13.58,33
Ghatarchar,Tikatuli,14.16,35
Ghatarchar,Kajla,16.99,42
Ghatarchar,Konapara,19.89,49
Ghatarchar,Demra Staff Quarter,22.27,55
Washpur,Washpur,0,0
Washpur,Bosila,0.88,10
Washpur,Bosila CNG Stand,2.53,10
Washpur,Mohammadpur (Bosila Road),2.77,10
Washpur,Mohammadpur Bus Stand,3.32,10
Washpur,Town Hall,3.84,10
Washpur,Asadgate,4.61,11
Washpur,Farmgate,6.45,16
Washpur,Karwan Bazar,7.28,18
Washpur,Bangla Motor,7.97,20
Washpur,Shahbag,8.75,21
Washpur,Motsyabhaban,9.57,23
Washpur,Kakrail,10.35,25
Washpur,Fakirapul,11.51,28
Washpur,Motijhil (Notre Dame College),12.05,30
Washpur,Motijhil (Hirajhil),12.63,31
Washpur,Tikatuli,13.21,32
Washpur,Kajla,16.04,39
Washpur,Konapara,18.94,46
Washpur,Demra Staff Quarter,21.32,52
Bosila,Bosila,0,0
Bosila,Bosila CNG Stand,1.65,10
Bosila,Mohammadpur (Bosila Road),1.89,10
Bosila,Mohammadpur Bus Stand,2.44,10
Bosila,Town Hall,2.96,10
Bosila,Asadgate,3.73,10
Bosila,Farmgate,5.57,14
Bosila,Karwan Bazar,6.4,16
Bosila,Bangla Motor,7.09,17
Bosila,Shahbag,7.87,19
Bosila,Motsyabhaban,8.69,21
Bosila,Kakrail,9.47,23
Bosila,Fakirapul,10.63,26
Bosila,Motijhil (Notre Dame College),11.17,27
Bosila,Motijhil (Hirajhil),11.75,29
Bosila,Tikatuli,12.33,30
Bosila,Kajla,15.16,37
Bosila,Konapara,18.06,44
Bosila,Demra Staff Quarter,20.44,50
Bosila CNG Stand,Bosila CNG Stand,0,0
Bosila CNG Stand,Mohammadpur (Bosila Road),0.24,10
Bosila CNG Stand,Mohammadpur Bus Stand,0.79,10
Bosila CNG Stand,Town Hall,1.31,10
Bosila CNG Stand,Asadgate,2.08,10
Bosila CNG Stand,Farmgate,3.92,10
Bosila CNG Stand,Karwan Bazar,4.75,11
Bosila CNG Stand,Bangla Motor,5.44,13
Bosila CNG Stand,Shahbag,6.22,15
Bosila CNG Stand,Motsyabhaban,7.04,17
Bosila CNG Stand,Kakrail,7.82,19
Bosila CNG Stand,Fakirapul,8.98,22
Bosila CNG Stand,Motijhil (Notre Dame College),9.52,23
Bosila CNG Stand,Motijhil (Hirajhil),10.1,25
Bosila CNG Stand,Tikatuli,10.68,26
Bosila CNG Stand,Kajla,13.51,33
Bosila CNG Stand,Konapara,16.41,40
Bosila CNG Stand,Demra Staff Quarter,18.79,46
Mohammadpur (Bosila Road),Mohammadpur (Bosila Road),0,0
Mohammadpur (Bosila Road),Mohammadpur Bus Stand,0.55,10
Mohammadpur (Bosila Road),Town Hall,1.07,10
Mohammadpur (Bosila Road),Asadgate,1.84,10
Mohammadpur (Bosila Road),Farmgate,3.68,10
Mohammadpur (Bosila Road),Karwan Bazar,4.51,10
Mohammadpur (Bosila Road),Bangla Motor,5.2,10
Mohammadpur (Bosila Road),Shahbag,5.98,10
Mohammadpur (Bosila Road),Motsyabhaban,6.8,10
Mohammadpur (Bosila Road),Kakrail,7.58,10
Mohammadpur (Bosila Road),Fakirapul,8.74,10
Mohammadpur (Bosila Road),Motijhil (Notre Dame College),9.28,10
Mohammadpur (Bosila Road),Motijhil (Hirajhil),9.86,10
Mohammadpur (Bosila Road),Tikatuli,10.44,10
Mohammadpur (Bosila Road),Kajla,13.27,11
Mohammadpur (Bosila Road),Konapara,16.17,18
Mohammadpur (Bosila Road),Demra Staff Quarter,18.55,45
Mohammadpur Bus Stand,Mohammadpur Bus Stand,0,0
Mohammadpur Bus Stand,Town Hall,0.52,10
Mohammadpur Bus Stand,Asadgate,1.29,10
Mohammadpur Bus Stand,Farmgate,3.13,10
Mohammadpur Bus Stand,Karwan Bazar,3.96,10
Mohammadpur Bus Stand,Bangla Motor,4.65,10
Mohammadpur Bus Stand,Shahbag,5.43,10
Mohammadpur Bus Stand,Motsyabhaban,6.25,10
Mohammadpur Bus Stand,Kakrail,7.03,10
Mohammadpur Bus Stand,Fakirapul,8.19,10
Mohammadpur Bus Stand,Motijhil (Notre Dame College),8.73,10
Mohammadpur Bus Stand,Motijhil (Hirajhil),9.31,10
Mohammadpur Bus Stand,Tikatuli,9.89,10
Mohammadpur Bus Stand,Kajla,12.72,10
Mohammadpur Bus Stand,Konapara,15.62,17
Mohammadpur Bus Stand,Demra Staff Quarter,18,44
Town Hall,Town Hall,0,0
Town Hall,Asadgate,0.77,10
Town Hall,Farmgate,2.61,10
Town Hall,Karwan Bazar,3.44,10
Town Hall,Bangla Motor,4.13,10
Town Hall,Shahbag,4.91,10
Town Hall,Motsyabhaban,5.73,10
Town Hall,Kakrail,6.51,10
Town Hall,Fakirapul,7.67,10
Town Hall,Motijhil (Notre Dame College),8.21,10
Town Hall,Motijhil (Hirajhil),8.79,10
Town Hall,Tikatuli,9.37,10
Town Hall,Kajla,12.2,10
Town Hall,Konapara,15.1,14
Town Hall,Demra Staff Quarter,17.48,20
Asadgate,Asadgate,0,0
Asadgate,Farmgate,1.84,10
Asadgate,Karwan Bazar,2.67,10
Asadgate,Bangla Motor,3.36,10
Asadgate,Shahbag,4.14,10
Asadgate,Motsyabhaban,4.96,10
Asadgate,Kakrail,5.74,10
Asadgate,Fakirapul,6.9,10
Asadgate,Motijhil (Notre Dame College),7.44,10
Asadgate,Motijhil (Hirajhil),8.02,10
Asadgate,Tikatuli,8.6,10
Asadgate,Kajla,11.43,11
Asadgate,Konapara,14.33,18
Asadgate,Demra Staff Quarter,16.71,24
Farmgate,Farmgate,0,0
Farmgate,Karwan Bazar,0.83,10
Farmgate,Bangla Motor,1.52,10
Farmgate,Shahbag,2.3,10
Farmgate,Motsyabhaban,3.12,10
Farmgate,Kakrail,3.9,10
Farmgate,Fakirapul,5.06,12
Farmgate,Motijhil (Notre Dame College),5.6,10
Farmgate,Motijhil (Hirajhil),6.18,11
Farmgate,Tikatuli,6.76,13
Farmgate,Kajla,9.59,20
Farmgate,Konapara,12.49,29
Farmgate,Demra Staff Quarter,14.87,36
Karwan Bazar,Karwan Bazar,0,0
Karwan Bazar,Bangla Motor,0.69,10
Karwan Bazar,Shahbag,1.47,10
Karwan Bazar,Motsyabhaban,2.29,10
Karwan Bazar,Kakrail,3.07,10
Karwan Bazar,Fakirapul,4.23,10
Karwan Bazar,Motijhil (Notre Dame College),4.77,10
Karwan Bazar,Motijhil (Hirajhil),5.35,10
Karwan Bazar,Tikatuli,5.93,10
Karwan Bazar,Kajla,8.76,18
Karwan Bazar,Konapara,11.66,27
Karwan Bazar,Demra Staff Quarter,14.04,34
Bangla Motor,Bangla Motor,0,0
Bangla Motor,Shahbag,0.78,10
Bangla Motor,Motsyabhaban,1.6,10
Bangla Motor,Kakrail,2.38,10
Bangla Motor,Fakirapul,3.54,10
Bangla Motor,Motijhil (Notre Dame College),4.08,10
Bangla Motor,Motijhil (Hirajhil),4.66,10
Bangla Motor,Tikatuli,5.24,10
Bangla Motor,Kajla,8.07,16
Bangla Motor,Konapara,10.97,25
Bangla Motor,Demra Staff Quarter,13.35,33
Shahbag,Shahbag,0,0
Shahbag,Motsyabhaban,0.82,10
Shahbag,Kakrail,1.6,10
Shahbag,Fakirapul,2.76,10
Shahbag,Motijhil (Notre Dame College),3.3,10
Shahbag,Motijhil (Hirajhil),3.88,10
Shahbag,Tikatuli,4.46,10
Shahbag,Kajla,7.29,14
Shahbag,Konapara,10.19,24
Shahbag,Demra Staff Quarter,12.57,30
Motsyabhaban,Motsyabhaban,0,0
Motsyabhaban,Kakrail,0.78,10
Motsyabhaban,Fakirapul,1.94,10
Motsyabhaban,Motijhil (Notre Dame College),2.48,10
Motsyabhaban,Motijhil (Hirajhil),3.06,10
Motsyabhaban,Tikatuli,3.64,10
Motsyabhaban,Kajla,6.47,14
Motsyabhaban,Konapara,9.37,23
Motsyabhaban,Demra Staff Quarter,11.75,29
Kakrail,Kakrail,0,0
Kakrail,Fakirapul,1.16,10
Kakrail,Motijhil (Notre Dame College),1.7,10
Kakrail,Motijhil (Hirajhil),2.28,10
Kakrail,Tikatuli,2.86,10
Kakrail,Kajla,5.69,10
Kakrail,Konapara,8.59,21
Kakrail,Demra Staff Quarter,10.97,27
Fakirapul,Fakirapul,0,0
Fakirapul,Motijhil (Notre Dame College),0.54,10
Fakirapul,Motijhil (Hirajhil),1.12,10
Fakirapul,Tikatuli,1.7,10
Fakirapul,Kajla,4.53,10
Fakirapul,Konapara,7.43,18
Fakirapul,Demra Staff Quarter,9.81,24
Motijhil (Notre Dame College),Motijhil (Notre Dame College),0,0
Motijhil (Notre Dame College),Motijhil (Hirajhil),0.58,10
Motijhil (Notre Dame College),Tikatuli,1.16,10
Motijhil (Notre Dame College),Kajla,3.99,10
Motijhil (Notre Dame College),Konapara,6.89,17
Motijhil (Notre Dame College),Demra Staff Quarter,9.27,23
Motijhil (Hirajhil),Motijhil (Hirajhil),0,0
Motijhil (Hirajhil),Tikatuli,0.58,10
Motijhil (Hirajhil),Kajla,3.41,10
Motijhil (Hirajhil),Konapara,6.31,15
Motijhil (Hirajhil),Demra Staff Quarter,8.69,21
Tikatuli,Tikatuli,0,0
Tikatuli,Kajla,2.83,10
Tikatuli,Konapara,5.73,14
Tikatuli,Demra Staff Quarter,8.11,20
Kajla,Kajla,0,0
Kajla,Konapara,2.9,10
Kajla,Demra Staff Quarter,5.28,13
Konapara,Konapara,0,0
Konapara,Demra Staff Quarter,2.38,10
Demra Staff Quarter,Demra Staff Quarter,0,0
Ghatarchar,Ghatarchar,0,0
Ghatarchar,Washpur,0.95,10
Ghatarchar,Bosila,1.83,10
Ghatarchar,Bosila CNG Stand,3.48,10
Ghatarchar,Mohammadpur (Bosila Road),3.72,10
Ghatarchar,Mohammadpur Bus Stand,4.27,10
Ghatarchar,Town Hall,4.79,12
Ghatarchar,Sobhanbag,6.34,16
Ghatarchar,Kalabagan,7.27,18
Ghatarchar,Science Lab,8.22,20
Ghatarchar,Gausia/Chandnichok,9.19,23
Ghatarchar,Azimpur,10.15,25
Ghatarchar,Chankharpul,12.54,31
Ghatarchar,Postogola,17.86,44
Ghatarchar,Paglabazar,23.51,58
Washpur,Washpur,0,0
Washpur,Bosila,0.88,10
Washpur,Bosila CNG Stand,2.53,10
Washpur,Mohammadpur (Bosila Road),2.77,10
Washpur,Mohammadpur Bus Stand,3.32,10
Washpur,Town Hall,3.84,10
Washpur,Sobhanbag,5.39,13
Washpur,Kalabagan,6.32,16
Washpur,Science Lab,7.27,18
Washpur,Gausia/Chandnichok,8.24,20
Washpur,Azimpur,9.2,23
Washpur,Chankharpul,11.59,28
Washpur,Postogola,16.91,41
Washpur,Paglabazar,22.56,55
Bosila,Bosila,0,0
Bosila,Bosila CNG Stand,1.65,10
Bosila,Mohammadpur (Bosila Road),1.89,10
Bosila,Mohammadpur Bus Stand,2.44,10
Bosila,Town Hall,2.96,10
Bosila,Sobhanbag,4.51,11
Bosila,Kalabagan,5.44,13
Bosila,Science Lab,6.39,16
Bosila,Gausia/Chandnichok,7.36,18
Bosila,Azimpur,8.32,20
Bosila,Chankharpul,10.71,26
Bosila,Postogola,16.03,39
Bosila,Paglabazar,21.68,53
Bosila CNG Stand,Bosila CNG Stand,0,0
Bosila CNG Stand,Mohammadpur (Bosila Road),0.24,10
Bosila CNG Stand,Mohammadpur Bus Stand,0.79,10
Bosila CNG Stand,Town Hall,1.31,10
Bosila CNG Stand,Sobhanbag,2.86,10
Bosila CNG Stand,Kalabagan,3.79,10
Bosila CNG Stand,Science Lab,4.74,10
Bosila CNG Stand,Gausia/Chandnichok,5.71,10
Bosila CNG Stand,Azimpur,6.67,10
Bosila CNG Stand,Chankharpul,9.06,22
Bosila CNG Stand,Postogola,14.38,35
Bosila CNG Stand,Paglabazar,20.03,49
Mohammadpur (Bosila Road),Mohammadpur (Bosila Road),0,0
Mohammadpur (Bosila Road),Mohammadpur Bus Stand,0.55,10
Mohammadpur (Bosila Road),Town Hall,1.07,10
Mohammadpur (Bosila Road),Sobhanbag,2.62,10
Mohammadpur (Bosila Road),Kalabagan,3.55,10
Mohammadpur (Bosila Road),Science Lab,4.5,10
Mohammadpur (Bosila Road),Gausia/Chandnichok,5.47,10
Mohammadpur (Bosila Road),Azimpur,6.43,10
Mohammadpur (Bosila Road),Chankharpul,8.82,21
Mohammadpur (Bosila Road),Postogola,14.14,35
Mohammadpur (Bosila Road),Paglabazar,19.79,48
Mohammadpur Bus Stand,Mohammadpur Bus Stand,0,0
Mohammadpur Bus Stand,Town Hall,0.52,10
Mohammadpur Bus Stand,Sobhanbag,2.07,10
Mohammadpur Bus Stand,Kalabagan,3,10
Mohammadpur Bus Stand,Science Lab,3.95,10
Mohammadpur Bus Stand,Gausia/Chandnichok,4.92,10
Mohammadpur Bus Stand,Azimpur,5.88,10
Mohammadpur Bus Stand,Chankharpul,8.27,20
Mohammadpur Bus Stand,Postogola,13.59,33
Mohammadpur Bus Stand,Paglabazar,19.24,47
Town Hall,Town Hall,0,0
Town Hall,Sobhanbag,1.55,10
Town Hall,Kalabagan,2.48,10
Town Hall,Science Lab,3.43,10
Town Hall,Gausia/Chandnichok,4.4,10
Town Hall,Azimpur,5.36,10
Town Hall,Chankharpul,7.75,19
Town Hall,Postogola,13.07,32
Town Hall,Paglabazar,18.72,46
Sobhanbag,Sobhanbag,0,0
Sobhanbag,Kalabagan,0.93,10
Sobhanbag,Science Lab,1.88,10
Sobhanbag,Gausia/Chandnichok,2.85,10
Sobhanbag,Azimpur,3.81,10
Sobhanbag,Chankharpul,6.2,15
Sobhanbag,Postogola,11.52,28
Sobhanbag,Paglabazar,17.17,42
Kalabagan,Kalabagan,0,0
Kalabagan,Science Lab,0.95,10
Kalabagan,Gausia/Chandnichok,1.92,10
Kalabagan,Azimpur,2.88,10
Kalabagan,Chankharpul,5.27,13
Kalabagan,Postogola,10.59,26
Kalabagan,Paglabazar,16.24,40
Science Lab,Science Lab,0,0
Science Lab,Gausia/Chandnichok,0.97,10
Science Lab,Azimpur,1.93,10
Science Lab,Chankharpul,4.32,10
Science Lab,Postogola,9.64,24
Science Lab,Paglabazar,15.29,37
Gausia/Chandnichok,Gausia/Chandnichok,0,0
Gausia/Chandnichok,Azimpur,0.96,10
Gausia/Chandnichok,Chankharpul,3.35,10
Gausia/Chandnichok,Postogola,8.67,21
Gausia/Chandnichok,Paglabazar,14.32,35
Azimpur,Azimpur,0,0
Azimpur,Chankharpul,2.39,10
Azimpur,Postogola,7.71,19
Azimpur,Paglabazar,13.36,33
Chankharpul,Chankharpul,0,0
Chankharpul,Postogola,5.32,13
Chankharpul,Paglabazar,10.97,27
Postogola,Postogola,0,0
Postogola,Paglabazar,5.65,14
Paglabazar,Paglabazar,0,0
Pagla Bazar,Pagla Bazar,0,0
Pagla Bazar,Postogola,5.84,14
Pagla Bazar,Chankharpul,11.3,28
Pagla Bazar,Azimpur,13.86,34
Pagla Bazar,New Market,14.8,36
Pagla Bazar,Science Lab,15.86,39
Pagla Bazar,Kalabagan,16.83,41
Pagla Bazar,Sobhanbag,17.56,43
Pagla Bazar,Town Hall,19.44,48
Pagla Bazar,Mohammadpur Bus Stand,19.88,49
Pagla Bazar,Mohammadpur (Bosila Road),20.11,49
Pagla Bazar,Bosila CNG Stand,21.77,53
Pagla Bazar,Washpur,22.65,55
Pagla Bazar,Ghatarchar,23.6,58
Postogola,Postogola,0,0
Postogola,Chankharpul,5.46,13
Postogola,Azimpur,8.02,20
Postogola,New Market,8.96,22
Postogola,Science Lab,10.02,25
Postogola,Kalabagan,10.99,27
Postogola,Sobhanbag,11.72,29
Postogola,Town Hall,13.6,33
Postogola,Mohammadpur Bus Stand,14.04,34
Postogola,Mohammadpur (Bosila Road),14.27,35
Postogola,Bosila CNG Stand,15.93,39
Postogola,Washpur,16.81,41
Postogola,Ghatarchar,17.76,44
Chankharpul,Chankharpul,0,0
Chankharpul,Azimpur,2.56,10
Chankharpul,New Market,3.5,10
Chankharpul,Science Lab,4.56,11
Chankharpul,Kalabagan,5.53,14
Chankharpul,Sobhanbag,6.26,15
Chankharpul,Town Hall,8.14,20
Chankharpul,Mohammadpur Bus Stand,8.58,21
Chankharpul,Mohammadpur (Bosila Road),8.81,22
Chankharpul,Bosila CNG Stand,10.47,26
Chankharpul,Washpur,11.35,28
Chankharpul,Ghatarchar,12.3,30
Azimpur,Azimpur,0,0
Azimpur,New Market,0.94,10
Azimpur,Science Lab,2,10
Azimpur,Kalabagan,2.97,10
Azimpur,Sobhanbag,3.7,10
Azimpur,Town Hall,5.58,14
Azimpur,Mohammadpur Bus Stand,6.02,15
Azimpur,Mohammadpur (Bosila Road),6.25,15
Azimpur,Bosila CNG Stand,7.91,19
Azimpur,Washpur,8.79,22
Azimpur,Ghatarchar,9.74,24
New Market,New Market,0,0
New Market,Science Lab,1.06,10
New Market,Kalabagan,2.03,10
New Market,Sobhanbag,2.76,10
New Market,Town Hall,4.64,11
New Market,Mohammadpur Bus Stand,5.08,12
New Market,Mohammadpur (Bosila Road),5.31,13
New Market,Bosila CNG Stand,6.97,17
New Market,Washpur,7.85,19
New Market,Ghatarchar,8.8,22
Science Lab,Science Lab,0,0
Science Lab,Kalabagan,0.97,10
Science Lab,Sobhanbag,1.7,10
Science Lab,Town Hall,3.58,10
Science Lab,Mohammadpur Bus Stand,4.02,10
Science Lab,Mohammadpur (Bosila Road),4.25,10
Science Lab,Bosila CNG Stand,5.91,15
Science Lab,Washpur,6.79,17
Science Lab,Ghatarchar,7.74,19
Kalabagan,Kalabagan,0,0
Kalabagan,Sobhanbag,0.73,10
Kalabagan,Town Hall,2.61,10
Kalabagan,Mohammadpur Bus Stand,3.05,10
Kalabagan,Mohammadpur (Bosila Road),3.28,10
Kalabagan,Bosila CNG Stand,4.94,12
Kalabagan,Washpur,5.82,14
Kalabagan,Ghatarchar,6.77,17
Sobhanbag,Sobhanbag,0,0
Sobhanbag,Town Hall,1.88,10
Sobhanbag,Mohammadpur Bus Stand,2.32,10
Sobhanbag,Mohammadpur (Bosila Road),2.55,10
Sobhanbag,Bosila CNG Stand,4.21,10
Sobhanbag,Washpur,5.09,12
Sobhanbag,Ghatarchar,6.04,15
Town Hall,Town Hall,0,0
Town Hall,Mohammadpur Bus Stand,0.44,10
Town Hall,Mohammadpur (Bosila Road),0.67,10
Town Hall,Bosila CNG Stand,2.33,10
Town Hall,Washpur,3.21,10
Town Hall,Ghatarchar,4.16,10
Mohammadpur Bus Stand,Mohammadpur Bus Stand,0,0
Mohammadpur Bus Stand,Mohammadpur (Bosila Road),0.23,10
Mohammadpur Bus Stand,Bosila CNG Stand,1.89,10
Mohammadpur Bus Stand,Washpur,2.77,10
Mohammadpur Bus Stand,Ghatarchar,3.72,10
Mohammadpur (Bosila Road),Mohammadpur (Bosila Road),0,0
Mohammadpur (Bosila Road),Bosila CNG Stand,1.66,10
Mohammadpur (Bosila Road),Washpur,2.54,10
Mohammadpur (Bosila Road),Ghatarchar,3.49,10
Bosila CNG Stand,Bosila CNG Stand,0,0
Bosila CNG Stand,Washpur,0.88,10
Bosila CNG Stand,Ghatarchar,1.83,10
Washpur,Washpur,0,0
Washpur,Ghatarchar,0.95,10
Ghatarchar,Ghatarchar,0,0
Jagannath University,Jagannath University,0,0
Jagannath University,Phulbaria,2,10
Jagannath University,Paltan,3.2,10
Jagannath University,Kakrail,4.5,11
Jagannath University,Mogbazar,7,17
Jagannath University,Mohakhali,11,27
Jagannath University,Airport,20,49
Jagannath University,Tongi,27,66
Jagannath University,Gazipur,38,93
Jagannath University,Konabari,45,110
Jagannath University,Safipur,51,125
Jagannath University,Chandra,55.3,135
Phulbaria,Phulbaria,0,0
Phulbaria,Paltan,1.2,10
Phulbaria,Kakrail,2.5,10
Phulbaria,Mogbazar,5,12
Phulbaria,Mohakhali,9,22
Phulbaria,Airport,18,44
Phulbaria,Tongi,25,61
Phulbaria,Gazipur,36,88
Phulbaria,Konabari,43,105
Phulbaria,Safipur,49,120
Phulbaria,Chandra,53.3,131
Paltan,Paltan,0,0
Paltan,Kakrail,1.3,10
Paltan,Mogbazar,3.8,10
Paltan,Mohakhali,7.8,19
Paltan,Airport,16.8,41
Paltan,Tongi,23.8,58
Paltan,Gazipur,34.8,85
Paltan,Konabari,41.8,102
Paltan,Safipur,47.8,117
Paltan,Chandra,52.1,128
Kakrail,Kakrail,0,0
Kakrail,Mogbazar,2.5,10
Kakrail,Mohakhali,6.5,16
Kakrail,Airport,15.5,38
Kakrail,Tongi,22.5,55
Kakrail,Gazipur,33.5,82
Kakrail,Konabari,40.5,99
Kakrail,Safipur,46.5,114
Kakrail,Chandra,50.8,124
Mogbazar,Mogbazar,0,0
Mogbazar,Mohakhali,4,10
Mogbazar,Airport,13,32
Mogbazar,Tongi,20,49
Mogbazar,Gazipur,31,76
Mogbazar,Konabari,38,93
Mogbazar,Safipur,44,108
Mogbazar,Chandra,48.3,118
Mohakhali,Mohakhali,0,0
Mohakhali,Airport,9,22
Mohakhali,Tongi,16,39
Mohakhali,Gazipur,27,66
Mohakhali,Konabari,34,83
Mohakhali,Safipur,40,98
Mohakhali,Chandra,44.3,109
Airport,Airport,0,0
Airport,Tongi,7,17
Airport,Gazipur,18,44
Airport,Konabari,25,61
Airport,Safipur,31,76
Airport,Chandra,35.3,86
Tongi,Tongi,0,0
Tongi,Gazipur,11,27
Tongi,Konabari,18,44
Tongi,Safipur,24,59
Tongi,Chandra,28.3,69
Gazipur,Gazipur,0,0
Gazipur,Konabari,7,17
Gazipur,Safipur,13,32
Gazipur,Chandra,17.3,42
Konabari,Konabari,0,0
Konabari,Safipur,6,15
Konabari,Chandra,10.3,25
Safipur,Safipur,0,0
Safipur,Chandra,4.3,11
Chandra,Chandra,0,0
Demra Staff Quarter,Demra Staff Quarter,0,0
Demra Staff Quarter,Konapara,2.44,10
Demra Staff Quarter,Kajla,5.54,14
Demra Staff Quarter,Janapath More,6.89,17
Demra Staff Quarter,Wari (Boldha Garden),8.09,20
Demra Staff Quarter,Motijhil (Shapla Chottor),9.08,22
Demra Staff Quarter,Motijhil (Notre Dame College),9.57,23
Demra Staff Quarter,Fakirapul,10.2,25
Demra Staff Quarter,Kakrail,11.07,27
Demra Staff Quarter,Motsyabhaban,11.87,29
Demra Staff Quarter,Shahbag,12.69,31
Demra Staff Quarter,Bangla Motor,13.46,33
Demra Staff Quarter,Karwan Bazar,14.11,35
Demra Staff Quarter,Farmgate,14.96,37
Demra Staff Quarter,Asadgate,16.94,42
Demra Staff Quarter,Town Hall,17.67,43
Demra Staff Quarter,Mohammadpur Bus Stand,18.12,44
Demra Staff Quarter,Mohammadpur (Bosila Road),18.54,45
Demra Staff Quarter,Bosila CNG Stand,18.77,46
Demra Staff Quarter,Bosila,20.43,50
Demra Staff Quarter,Washpur,21.31,52
Demra Staff Quarter,Ghatarchar,22.26,55
Konapara,Konapara,0,0
Konapara,Kajla,3.1,10
Konapara,Janapath More,4.45,11
Konapara,Wari (Boldha Garden),5.65,14
Konapara,Motijhil (Shapla Chottor),6.64,16
Konapara,Motijhil (Notre Dame College),7.13,17
Konapara,Fakirapul,7.76,19
Konapara,Kakrail,8.63,21
Konapara,Motsyabhaban,9.43,23
Konapara,Shahbag,10.25,25
Konapara,Bangla Motor,11.02,27
Konapara,Karwan Bazar,11.67,29
Konapara,Farmgate,12.52,31
Konapara,Asadgate,14.5,36
Konapara,Town Hall,15.23,37
Konapara,Mohammadpur Bus Stand,15.68,38
Konapara,Mohammadpur (Bosila Road),16.1,39
Konapara,Bosila CNG Stand,16.33,40
Konapara,Bosila,17.99,44
Konapara,Washpur,18.87,46
Konapara,Ghatarchar,19.82,49
Kajla,Kajla,0,0
Kajla,Janapath More,1.35,10
Kajla,Wari (Boldha Garden),2.55,10
Kajla,Motijhil (Shapla Chottor),3.54,10
Kajla,Motijhil (Notre Dame College),4.03,10
Kajla,Fakirapul,4.66,11
Kajla,Kakrail,5.53,14
Kajla,Motsyabhaban,6.33,16
Kajla,Shahbag,7.15,18
Kajla,Bangla Motor,7.92,19
Kajla,Karwan Bazar,8.57,21
Kajla,Farmgate,9.42,23
Kajla,Asadgate,11.4,28
Kajla,Town Hall,12.13,30
Kajla,Mohammadpur Bus Stand,12.58,31
Kajla,Mohammadpur (Bosila Road),13,32
Kajla,Bosila CNG Stand,13.23,32
Kajla,Bosila,14.89,36
Kajla,Washpur,15.77,39
Kajla,Ghatarchar,16.72,41
Janapath More,Janapath More,0,0
Janapath More,Wari (Boldha Garden),1.2,10
Janapath More,Motijhil (Shapla Chottor),2.19,10
Janapath More,Motijhil (Notre Dame College),2.68,10
Janapath More,Fakirapul,3.31,10
Janapath More,Kakrail,4.18,10
Janapath More,Motsyabhaban,4.98,12
Janapath More,Shahbag,5.8,14
Janapath More,Bangla Motor,6.57,16
Janapath More,Karwan Bazar,7.22,18
Janapath More,Farmgate,8.07,20
Janapath More,Asadgate,10.05,25
Janapath More,Town Hall,10.78,26
Janapath More,Mohammadpur Bus Stand,11.23,27
Janapath More,Mohammadpur (Bosila Road),11.65,29
Janapath More,Bosila CNG Stand,11.88,29
Janapath More,Bosila,13.54,33
Janapath More,Washpur,14.42,35
Janapath More,Ghatarchar,15.37,38
Wari (Boldha Garden),Wari (Boldha Garden),0,0
Wari (Boldha Garden),Motijhil (Shapla Chottor),0.99,10
Wari (Boldha Garden),Motijhil (Notre Dame College),1.48,10
Wari (Boldha Garden),Fakirapul,2.11,10
Wari (Boldha Garden),Kakrail,2.98,10
Wari (Boldha Garden),Motsyabhaban,3.78,10
Wari (Boldha Garden),Shahbag,4.6,11
Wari (Boldha Garden),Bangla Motor,5.37,13
Wari (Boldha Garden),Karwan Bazar,6.02,15
Wari (Boldha Garden),Farmgate,6.87,17
Wari (Boldha Garden),Asadgate,8.85,22
Wari (Boldha Garden),Town Hall,9.58,23
Wari (Boldha Garden),Mohammadpur Bus Stand,10.03,25
Wari (Boldha Garden),Mohammadpur (Bosila Road),10.45,26
Wari (Boldha Garden),Bosila CNG Stand,10.68,26
Wari (Boldha Garden),Bosila,12.34,30
Wari (Boldha Garden),Washpur,13.22,32
Wari (Boldha Garden),Ghatarchar,14.17,35
Motijhil (Shapla Chottor),Motijhil (Shapla Chottor),0,0
Motijhil (Shapla Chottor),Motijhil (Notre Dame College),0.49,10
Motijhil (Shapla Chottor),Fakirapul,1.12,10
Motijhil (Shapla Chottor),Kakrail,1.99,10
Motijhil (Shapla Chottor),Motsyabhaban,2.79,10
Motijhil (Shapla Chottor),Shahbag,3.61,10
Motijhil (Shapla Chottor),Bangla Motor,4.38,10
Motijhil (Shapla Chottor),Karwan Bazar,5.03,10
Motijhil (Shapla Chottor),Farmgate,5.88,10
Motijhil (Shapla Chottor),Asadgate,7.86,18
Motijhil (Shapla Chottor),Town Hall,8.59,20
Motijhil (Shapla Chottor),Mohammadpur Bus Stand,9.04,21
